id,refseq,uniprot,gene,chrom,start,end
A_23_P163306,NM_032866,Q0VF96,CGNL1 ,,,
A_23_P164559,NM_032436,Q96JM3,CHAMP1 ,,,
A_23_P16139,NM_006387,Q8IWX8,CHERP ,,,
A_23_P137665,NM_001276,A0A024R969,CHI3L1 ,,,
A_23_P12082,NM_001025199,Q15782,CHI3L2,,,
A_23_P110345,NM_012110,Q9UKJ5,CHIC2 ,,,
A_23_P126278,NM_003465,Q13231,CHIT1,,,
A_23_P124742,NM_001277,P35790,CHKA ,,,
A_23_P106694,NM_002768,Q9HD42,CHMP1A ,,,
A_23_P153236,NM_014453,A0A024R4S0,CHMP2A ,,,
A_23_P10156,NM_024591,Q96FZ7,CHMP6 ,,,
A_23_P138805,NM_012124,Q9UHD1,CHORDC1 ,,,
A_23_P112801,NM_007236,A0A024R9M9,CHP ,,,
A_23_P105571,NM_020244,Q8WUD6,CHPT1 ,,,
A_23_P13548,NM_015424,Q6WN34,CHRDL2 ,,,
A_23_P145606,NM_001006630,A4D1Q0,CHRM2 ,,,
A_23_P117873,NM_012125,A0A024R9I2,CHRM5 ,,,
A_23_P157593,NM_004198,Q15825,CHRNA6,,,
A_23_P123424,NM_000749,Q05901,CHRNB3,,,
A_23_P102351,NM_004854,O43529,CHST10,,,
A_23_P139919,NM_018413,A0A024RBL0,CHST11 ,,,
A_23_P141035,NM_005769,Q8NCG5,CHST4,,,
A_23_P106922,NM_021615,Q9GZX3,CHST6,,,
A_23_P138253,NM_015607,Q9Y3Y2,CHTOP ,,,
A_23_P130585,NM_054113,Q96Q77,CIB3 ,,,
A_23_P151895,NM_003613,O75339,CILP ,,,
A_23_P142322,NM_001280,Q14011,CIRBP ,,,
A_23_P144096,NM_145071,Q9NSE2,CISH ,,,
A_23_P151405,NM_018204,Q8WWK9,CKAP2 ,,,
A_23_P135977,NM_001008938,Q14008,CKAP5 ,,,
A_23_P163227,NM_001015001,P12532,CKMT1A ,,,
A_23_P163235,NM_001015001,P12532,CKMT1A ,,,
A_23_P144778,NM_001825,A0A024RAK5,CKMT2 ,,,
A_23_P101683,NM_001828,Q05315,CLC ,,,
A_23_P138760,NM_013246,Q9UBD9,CLCF1 ,,,
A_23_P132845,NM_004366,P51788,CLCN2,,,
A_23_P124476,NM_173872,P51790,CLCN3,,,
A_23_P129334,NM_001287,P51798,CLCN7,,,
A_23_P157268,NM_012129,P56749,CLDN12,,,
A_23_P134854,NM_194284,Q96B33,CLDN23,,,
A_23_P164284,NM_001307,O95471,CLDN7 ,,,
A_23_P155556,NM_001040199,Q9NY35,CLDND1 ,,,
A_23_P141505,NM_182906,Q8IUN9,CLEC10A ,,,
A_23_P128470,NM_138337,Q5QGZ9,CLEC12A ,,,
A_23_P135499,NM_013943,Q6FIC5,CLIC4 ,,,
A_23_P133345,NM_014666,Q14677,CLINT1 ,,,
A_23_P117797,NM_017882,A0A024R601,CLN6 ,,,
A_23_P127995,NM_001293,P54105,CLNS1A ,,,
A_23_P110504,NM_030782,Q96KA5,CLPTM1L ,,,
A_23_P140511,NM_006660,A0A024R5X7,CLPX ,,,
A_23_P127107,NM_152311,Q8NCR9,CLRN3 ,,,
A_23_P126212,NM_022111,Q9HAW4,CLSPN,,,
A_23_P143559,NM_007098,P53675,CLTCL1 ,,,
A_23_P151778,NM_001836,P23946,CMA1 ,,,
A_23_P106544,NM_020188,Q9NRP2,CMC2 ,,,
A_23_P11295,NM_001018024,P56277,CMC4 ,,,
A_23_P115366,NM_016308,B2R6S5,CMPK1 ,,,
A_23_P132874,NM_032359,Q9BQ75,CMSS1 ,,,
A_23_P106661,NM_052999,Q8IZ96,CMTM1 ,,,
A_23_P152234,NM_144673,Q8TAZ6,CMTM2 ,,,
A_23_P106042,NM_001037288,Q96DZ9,CMTM5 ,,,
A_23_P124946,NM_153610,Q8N3K9,CMYA5 ,,,
A_23_P132041,NM_080834,Q96M20,CNBD2 ,,,
A_23_P14473,NM_005776,B2R4P1,CNIH ,,,
A_23_P134085,NM_173515,Q6P9H4,CNKSR3 ,,,
A_23_P125233,NM_001299,P51911,CNN1,,,
A_23_P138168,NM_001839,Q15417,CNN3,,,
A_23_P119923,NM_020184,Q6P4Q7,CNNM4 ,,,
A_23_P112652,NM_015442,Q9H9A5,CNOT10,,,
A_23_P108761,NM_017546,Q9UKZ1,CNOT11 ,,,
A_23_P162336,NM_014515,A0A024RBD8,CNOT2 ,,,
A_23_P156993,NM_001008225,A0A024R776,CNOT4 ,,,
A_23_P110846,NM_004779,Q9UFF9,CNOT8 ,,,
A_23_P157038,NM_152755,Q8N129,CNPY4 ,,,
A_23_P144020,NM_175613,Q8IWV2,CNTN4,,,
A_23_P160809,NM_007357,B1ALW7,COG2 ,,,
A_23_P134614,NM_006348,Q9UP83,COG5 ,,,
A_23_P1331,NM_080801,Q5TAT6,COL13A1,,,
A_23_P160318,NM_001856,Q07092,COL16A1 ,,,
A_23_P134627,NM_133457,Q96A83,COL26A1 ,,,
A_23_P144071,NM_000094,Q02388,COL7A1,,,
A_23_P116173,NM_001136105,A8K830,COLCA2 ,,,
A_23_P120125,NM_199235,Q9BWP8,COLEC11 ,,,
A_23_P138514,NM_012071,Q9UBI1,COMMD3 ,,,
A_23_P152858,NM_018405,Q9NQ92,COPRS ,,,
A_23_P101093,NM_016429,Q9P299,COPZ2,,,
A_23_P102037,NM_025147,Q9H8M1,COQ10B,,,
A_23_P124733,NM_015697,Q96H96,COQ2 ,,,
A_23_P111228,NM_017421,Q9NZJ6,COQ3 ,,,
A_23_P105625,NM_032314,Q5HYK3,COQ5,,,
A_23_P117694,NM_006091,Q9UQ03,CORO2B ,,,
A_23_P151280,NM_032901,Q96I36,COX14 ,,,
A_23_P141032,NM_001861,P13073,COX4I1 ,,,
A_23_P108244,NM_001863,P14854,COX6B1 ,,,
A_23_P159650,NM_001866,P24311,COX7B,,,
A_23_P136246,NM_130902,Q8TF08,COX7B2,,,
A_23_P110811,NM_001867,P15954,COX7C,,,
A_23_P117851,NM_001030005,Q8WVH0,CPLX3 ,,,
A_23_P151598,NM_006032,O95741,CPNE6,,,
A_23_P102172,NM_173077,Q8IVL8,CPO,,,
A_23_P104563,NM_001031847,P50416,CPT1A ,,,
A_23_P148919,NM_000098,P23786,CPT2 ,,,
A_23_P134347,NM_019029,A0A024RA40,CPVL ,,,
A_23_P138524,NM_198148,Q8N436,CPXM2 ,,,
A_23_P12357,NM_201253,P82279,CRB1,,,
A_23_P108082,NM_032607,Q68CJ9,CREB3L3 ,,,
A_23_P157117,NM_182898,Q02930,CREB5 ,,,
A_23_P155376,NM_015513,A0A024R2G1,CRELD1 ,,,
A_23_P112798,NM_001312,P52943,CRIP2 ,,,
A_23_P156562,NM_206922,Q6Q6R5,CRIP3 ,,,
A_23_P133722,NM_001131,P54107,CRISP1 ,,,
A_23_P106602,NM_031476,Q9H0B8,CRISPLD2 ,,,
A_23_P113237,NM_001012288,Q9HC73,CRLF2 ,,,
A_23_P132889,NM_001014809,B3KT07,CRMP1 ,,,
A_23_P115202,NM_016190,Q9UBG3,CRNN ,,,
A_23_P12173,NM_181715,Q53ET0,CRTC2 ,,,
A_23_P127394,NM_021117,A0A0D2X7Z3,CRY2,,,
A_23_P132147,NM_000394,P02489,CRYAA ,,,
A_23_P103034,NM_001886,A0A097PIJ6,CRYBA4 ,,,
A_23_P143621,NM_001887,P53674,CRYBB1,,,
A_23_P142606,NM_020989,P07315,CRYGC ,,,
A_23_P131215,NM_006891,P07320,CRYGD ,,,
A_23_P132738,NM_017541,P22914,CRYGS ,,,
A_23_P162746,NM_015974,Q9Y2S2,CRYL1 ,,,
A_23_P110791,NM_005211,P07333,CSF1R ,,,
A_23_P133408,NM_000758,P04141,CSF2 ,,,
A_23_P120899,NM_000395,P32927,CSF2RB ,,,
A_23_P149892,NM_018590,Q8N6G5,CSGALNACT2 ,,,
A_23_P152024,NM_004383,B2R6Q4,CSK ,,,
A_23_P110234,NM_001890,P47710,CSN1S1 ,,,
A_23_P144394,NM_001891,P05814,CSN2 ,,,
A_23_P14915,NM_001896,P19784,CSNK2A2 ,,,
A_23_P144959,NM_004385,A0A024RAQ9,CSPG2 ,,,
A_23_P153797,NM_004386,A0A024R7M3,CSPG3 ,,,
A_23_P151209,NM_030809,Q9H175,CSRNP2 ,,,
A_23_P112859,NM_001898,P01037,CST1,,,
A_23_P120588,NM_130794,Q9H112,CST11 ,,,
A_23_P146946,NM_001323,Q15828,CST6,,,
A_23_P143365,NM_080610,Q9H4G1,CST9L ,,,
A_23_P154894,NM_000100,P04080,CSTB ,,,
A_23_P148372,NM_001325,P33240,CSTF2,,,
A_23_P148541,NM_139250,P78358,CTAG1A ,,,
A_23_P130398,NM_172241,Q8NEG8,CTAGE1,,,
A_23_P126103,NM_001902,P32929,CTH,,,
A_23_P111888,NM_138455,Q96CG8,CTHRC1 ,,,
A_23_P110624,NM_001332,Q9UQB3,CTNND2 ,,,
A_23_P127676,NM_014633,Q6PD62,CTR9 ,,,
A_23_P10291,NM_001910,P14091,CTSE,,,
A_23_P140384,NM_001911,P08311,CTSG,,,
A_23_P14774,NM_004390,P09668,CTSH ,,,
A_23_P146456,NM_001333,A0A024R141,CTSL2 ,,,
A_23_P127088,NM_024040,Q9H467,CUEDC2 ,,,
A_23_P151471,NM_001008895,Q13619,CUL4A,,,
A_23_P148463,NM_003588,Q13620,CUL4B ,,,
A_23_P161719,NM_152434,Q2TBE0,CWF19L2,,,
A_23_P110319,NM_025087,Q9H720,CWH43 ,,,
A_23_P125278,NM_005409,O14625,CXCL11 ,,,
A_23_P121695,NM_006419,O43927,CXCL13 ,,,
A_23_P155755,NM_002993,P80162,CXCL6 ,,,
A_23_P102000,NM_001008540,P61073,CXCR4,,,
A_23_P109913,NM_006564,A0N0N3,CXCR6 ,,,
A_23_P141779,NM_014593,Q9P0U4,CXXC1 ,,,
A_23_P121676,NM_025212,J9JIF5,CXXC4,,,
A_23_P121326,NM_007022,A0A024R342,CYB561D2 ,,,
A_23_P140648,NM_014608,Q7L576,CYFIP1 ,,,
A_23_P129169,NM_000781,P05108,CYP11A1 ,,,
A_23_P163402,NM_000499,A0N0X8,CYP1A1 ,,,
A_23_P138655,NM_057157,O43174,CYP26A1 ,,,
A_23_P161368,NM_000770,P10632,CYP2C8,,,
A_23_P12767,NM_000771,P11712,CYP2C9 ,,,
A_23_P143734,NM_000106,C1ID52,CYP2D6 ,,,
A_23_P155123,NM_000106,C1ID52,CYP2D6 ,,,
A_23_P103486,NM_000775,P51589,CYP2J2,,,
A_23_P101374,NM_030622,Q96SQ9,CYP2S1 ,,,
A_23_P133712,NM_016593,Q9NYL5,CYP39A1,,,
A_23_P114713,NM_000779,P13584,CYP4B1,,,
A_23_P108280,NM_023944,A0A0A0MR49,CYP4F12,,,
A_23_P131060,NM_007253,P98187,CYP4F8,,,
A_23_P103971,NM_178134,Q86W10,CYP4Z1 ,,,
A_23_P146198,NM_000780,P22680,CYP7A1 ,,,
A_23_P119377,NM_004228,Q99418,CYTH2 ,,,
A_23_P155057,NM_013385,Q9UIA0,CYTH4 ,,,
A_23_P10647,NM_018659,Q9NRR1,CYTL1 ,,,
A_23_P106056,NM_001344,P61803,DAD1,,,
A_23_P135611,NM_018114,Q5D0E6,DALRD3,,,
A_23_P139635,NM_001917,A0A024RBI1,DAO ,,,
A_23_P148984,NM_018122,A0A024R8Z9,DARS2 ,,,
A_23_P122579,NM_001350,A0A024RCS3,DAXX ,,,
A_23_P112296,NM_000787,P09172,DBH,,,
A_23_P156284,NM_080881,Q16643,DBN1 ,,,
A_23_P130753,NM_001352,Q10586,DBP,,,
A_23_P158708,NM_005215,P43146,DCC ,,,
A_23_P158024,NM_007234,O75935,DCTN3 ,,,
A_23_P127533,NM_032299,A0A024R3A2,DCUN1D5 ,,,
A_23_P145644,NM_000790,Q53Y41,DDC ,,,
A_23_P114689,NM_017707,A0A024RAB1,DDEFL1 ,,,
A_23_P104318,NM_019058,A0A024QZQ6,DDIT4 ,,,
A_23_P149099,NM_005216,A0A024RAD5,DDOST ,,,
A_23_P108554,NM_004939,A3RJH1,DDX1 ,,,
A_23_P140994,NM_007242,Q9UMR2,DDX19B ,,,
A_23_P151544,NM_020414,Q9GZR7,DDX24,,,
A_23_P138910,NM_013264,Q9UHL0,DDX25 ,,,
A_23_P106633,NM_018380,Q9NUL7,DDX28 ,,,
A_23_P122116,NM_016222,Q9UJV9,DDX41 ,,,
A_23_P152651,NM_007372,Q86XP3,DDX42,,,
A_23_P156445,NM_018665,Q9NXZ2,DDX43 ,,,
A_23_P141636,NM_014740,A0A024R8W0,DDX48 ,,,
A_23_P15511,NM_004396,P17844,DDX5 ,,,
A_23_P124044,NM_021008,O75398,DEAF1 ,,,
A_23_P158533,NM_021008,O75398,DEAF1 ,,,
A_23_P100315,NM_020664,Q9NUI1,DECR2 ,,,
A_23_P112086,NM_021010,Q01523,DEFA5 ,,,
A_23_P102694,NM_080831,Q9H1M3,DEFB129 ,,,
A_23_P157628,NM_004942,O15263,DEFB4A ,,,
A_23_P157726,NM_017925,Q5VZ89,DENND4C ,,,
A_23_P118749,NM_016041,Q9GZP9,DERL2 ,,,
A_23_P12189,NM_213566,A0A024R4H5,DFFA ,,,
A_23_P112162,NM_012079,O75907,DGAT1 ,,,
A_23_P143569,NM_033257,Q9BY27,DGCR6L,,,
A_23_P105307,NM_201444,A0A024RB23,DGKA ,,,
A_23_P15202,NM_001361,Q02127,DHODH,,,
A_23_P162982,NM_021004,Q9BTZ2,DHRS4 ,,,
A_23_P117506,NM_016029,Q9Y394,DHRS7 ,,,
A_23_P141208,NM_015510,Q6IAN0,DHRS7B ,,,
A_23_P129916,NM_001220493,A6NNS2,DHRS7C ,,,
A_23_P13914,NM_032656,Q8IY37,DHX37 ,,,
A_23_P124224,NM_004941,Q05CV4,DHX8,,,
A_23_P105923,NM_001362,P55073,DIO3 ,,,
A_23_P149121,NM_004675,O95661,DIRAS3 ,,,
A_23_P131139,NM_052952,Q969H9,DIRC1,,,
A_23_P137143,NM_001363,O60832,DKC1 ,,,
A_23_P155939,NM_182524,Q7Z3I0,DKFZp313E1411 ,,,
A_23_P144326,NM_080874,Q5HYF3,DKFZp313J0816 ,,,
A_23_P11005,NM_014272,Q9UFZ4,DKFZp434H204,,,
A_23_P104762,NM_006106,Q86T74,DKFZp451O0517,,,
A_23_P147665,NM_198474,Q5HYE3,DKFZp686H1812,,,
A_23_P116091,NM_130443,Q5JPB8,DKFZp686O1117,,,
A_23_P158851,NM_032961,Q9NSR3,DKFZp761O2023,,,
A_23_P162279,NM_018318,A0A024RAW6,DKFZP779L1558 ,,,
A_23_P155848,NM_014421,Q9UBU2,DKK2 ,,,
A_23_P130743,NM_014419,Q9UK85,DKKL1 ,,,
A_23_P164196,NM_138281,Q92988,DLX4 ,,,
A_23_P133153,NM_004407,Q13316,DMP1,,,
A_23_P157895,NM_021240,Q9NQL9,DMRT3 ,,,
A_23_P145159,NM_001206927,A0A075B6F3,DNAH8,,,
A_23_P164068,NM_001372,Q9NYC9,DNAH9 ,,,
A_23_P118306,NM_005147,Q53G26,DNAJA3 ,,,
A_23_P121413,NM_153330,Q8NHS0,DNAJB8,,,
A_23_P127128,NM_022365,Q96KC8,DNAJC1 ,,,
A_23_P103942,NM_018198,Q9NVH1,DNAJC11,,,
A_23_P140698,NM_018163,Q9NVM6,DNAJC17,,,
A_23_P119266,NM_001375,A0A024R7F4,DNASE2 ,,,
A_23_P126677,NM_021233,Q66K39,DNASE2B,,,
A_23_P131816,NM_052951,Q9H147,DNTTIP1 ,,,
A_23_P152330,NM_003586,Q14183,DOC2A,,,
A_23_P148584,NM_144658,Q5JSL3,DOCK11 ,,,
A_23_P125408,NM_031304,Q9BU89,DOHH ,,,
A_23_P134851,NM_003974,O60496,DOK2,,,
A_23_P10870,NM_014908,Q9UPQ8,DOLK ,,,
A_23_P101737,NM_032482,Q8TEK3,DOT1L ,,,
A_23_P122508,NM_080870,E9PEI6,DPCR1,,,
A_23_P152262,NM_004413,P16444,DPEP1 ,,,
A_23_P118025,NM_022355,A0A024R6Y5,DPEP2 ,,,
A_23_P129413,NM_022357,Q9H4B8,DPEP3 ,,,
A_23_P127446,NM_006268,A0A024R582,DPF2 ,,,
A_23_P148821,NM_001077394,B3KWP1,DPH5 ,,,
A_23_P138856,NM_006442,Q14919,DRAP1,,,
A_23_P129367,NM_032269,Q8IY82,DRC7 ,,,
A_23_P141656,NM_001388,P55039,DRG2,,,
A_23_P133596,NM_013235,Q9NRR4,DROSHA ,,,
A_23_P154874,NM_006052,O14972,DSCR3 ,,,
A_23_P141730,NM_001943,Q14126,DSG2 ,,,
A_23_P10385,NM_016448,Q9NZJ0,DTL ,,,
A_23_P123974,NM_012145,P23919,DTYMK ,,,
A_23_P151851,NM_014080,Q9NRD8,DUOX2 ,,,
A_23_P104471,NM_001007271,Q6B8I1,DUSP13 ,,,
A_23_P154771,NM_080611,Q9H1R2,DUSP15 ,,,
A_23_P143650,NM_152511,A0A024R1L2,DUSP18 ,,,
A_23_P120254,NM_020185,Q9NRW4,DUSP22 ,,,
A_23_P146134,NM_024025,Q9BV47,DUSP26 ,,,
A_23_P129956,NM_004090,P51452,DUSP3 ,,,
A_23_P134935,NM_001394,Q13115,DUSP4 ,,,
A_23_P150018,NM_004419,Q16690,DUSP5 ,,,
A_23_P139704,NM_001946,A0A024RBC1,DUSP6 ,,,
A_23_P158257,NM_012148,Q96PT4,DUX3,,,
A_23_P128706,NM_001376,Q14204,DYNC1H1 ,,,
A_23_P154108,NM_001378,Q13409,DYNC1I2 ,,,
A_23_P147397,NM_001080463,Q8NCM8,DYNC2H1 ,,,
A_23_P144165,NM_014648,Q86Y13,DZIP3 ,,,
A_23_P152218,NM_001950,Q16254,E2F4,,,
A_23_P15045,NM_004424,Q66K89,E4F1 ,,,
A_23_P128783,NM_018453,Q56P03,EAPP ,,,
A_23_P152353,NM_001083614,Q5JPH6,EARS2 ,,,
A_23_P119478,NM_005755,Q14213,EBI3 ,,,
A_23_P103631,NM_006824,Q6IB29,EBNA1BP2 ,,,
A_23_P128554,NM_032565,Q9BY08,EBPL ,,,
A_23_P115762,NM_007265,O95905,ECD,,,
A_23_P153853,NM_001398,Q13011,ECH1,,,
A_23_P104362,NM_004092,P30084,ECHS1,,,
A_23_P163647,NM_001919,P42126,ECI1 ,,,
A_23_P156852,NM_206836,O75521,ECI2 ,,,
A_23_P160559,NM_004425,Q16610,ECM1,,,
A_23_P119295,NM_016581,Q9BQ95,ECSIT,,,
A_23_P120281,NM_022336,Q9UNE0,EDAR ,,,
A_23_P101829,NM_004720,A0A024R7M9,EDG4 ,,,
A_23_P118203,NM_145252,G8H6I3,EECP,,,
A_23_P156842,NM_004280,O43324,EEF1E1 ,,,
A_23_P13344,NM_001404,P26641,EEF1G ,,,
A_23_P144202,NM_021937,P57772,EEFSEC ,,,
A_23_P146294,NM_024593,A0A024R7U5,EFCAB1 ,,,
A_23_P129014,NM_145231,Q9BUY7,EFCAB11 ,,,
A_23_P149476,NM_032328,Q5VUJ9,EFCAB2,,,
A_23_P154338,NM_025202,Q9BUP0,EFHD1 ,,,
A_23_P113005,NM_004428,P20827,EFNA1 ,,,
A_23_P119535,NM_001405,O43921,EFNA2 ,,,
A_23_P152055,NM_024580,Q7Z2Z2,EFTUD1 ,,,
A_23_P155979,NM_001963,P01133,EGF,,,
A_23_P144911,NM_152403,Q63HQ2,EGFLAM ,,,
A_23_P148121,NM_001099409,Q8N3D4,EHBP1L1,,,
A_23_P163458,NM_139265,A0A024R9N6,EHD4 ,,,
A_23_P148629,NM_004681,O14602,EIF1AY,,,
A_23_P142750,NM_002759,Q8IW76,EIF2AK2,,,
A_23_P105313,NM_001414,Q14232,EIF2B1 ,,,
A_23_P115046,NM_020365,Q9HA31,EIF2B3 ,,,
A_23_P154058,NM_001034116,Q9UI10,EIF2B4 ,,,
A_23_P110062,NM_003907,Q13144,EIF2B5 ,,,
A_23_P112159,NM_012154,A4FVC0,EIF2C2,,,
A_23_P115346,NM_006893,P41214,EIF2D ,,,
A_23_P142776,NM_003754,O00303,EIF3F ,,,
A_23_P157072,NM_001037283,A0A024R821,EIF3S9 ,,,
A_23_P137103,NM_001416,P60842,EIF4A1 ,,,
A_23_P121250,NM_001967,Q14240,EIF4A2 ,,,
A_23_P115922,NM_004096,A0A024QZM3,EIF4EBP2 ,,,
A_23_P132263,NM_019843,A0A024R1K0,EIF4ENIF1 ,,,
A_23_P126241,NM_003760,O43432,EIF4G3,,,
A_23_P162874,NM_005348,K9JA46,EL52 ,,,
A_23_P15944,NM_018696,Q9H777,ELAC1 ,,,
A_23_P130961,NM_001972,P08246,ELANE ,,,
A_23_P161098,NM_001973,A0A024R9C2,ELK4 ,,,
A_23_P122937,NM_014800,A4D1X5,ELMO1 ,,,
A_23_P140830,NM_024712,Q96BJ8,ELMO3,,,
A_23_P130689,NM_032377,P60002,ELOF1,,,
A_23_P149858,NM_152310,Q9HB03,ELOVL3 ,,,
A_23_P156497,NM_021814,A0A024RD35,ELOVL5 ,,,
A_23_P106859,NM_006067,O43402,EMC8 ,,,
A_23_P101297,NM_012155,O95834,EML2 ,,,
A_23_P127793,NM_153265,Q32P44,EML3,,,
A_23_P143127,NM_019063,Q9HC35,EML4 ,,,
A_23_P106682,NM_001424,P54851,EMP2 ,,,
A_23_P119362,NM_001425,A0A024QZF8,EMP3 ,,,
A_23_P134433,NM_001427,P19622,EN2,,,
A_23_P152583,NM_001042573,Q8NFI3,ENGASE,,,
A_23_P14975,NM_032140,Q9H0I2,ENKD1 ,,,
A_23_P137391,NM_001428,A0A024R4F1,ENO1 ,,,
A_23_P130149,NM_001976,P13929,ENO3,,,
A_23_P121806,NM_021204,Q9UHY7,ENOPH1 ,,,
A_23_P156880,NM_006208,P22413,ENPP1 ,,,
A_23_P134109,NM_001431,I6L9B1,EPB41L2,,,
A_23_P140675,NM_000119,P16452,EPB42 ,,,
A_23_P157333,NM_005232,P21709,EPHA1 ,,,
A_23_P149281,NM_004431,A0A024QZA8,EPHA2 ,,,
A_23_P108501,NM_004438,A0A024R452,EPHA4 ,,,
A_23_P147839,NM_004439,P54756,EPHA5 ,,,
A_23_P145935,NM_004445,F8WCM8,EPHB6,,,
A_23_P130027,NM_017957,Q9H201,EPN3,,,
A_23_P145669,NM_000799,G9JKG7,EPO ,,,
A_23_P147822,NM_022772,Q9H6S3,EPS8L2 ,,,
A_23_P105794,NM_033255,Q96J88,EPSTI1,,,
A_23_P135486,NM_016633,Q549J4,ERAF ,,,
A_23_P130488,NM_000400,P18074,ERCC2 ,,,
A_23_P117225,NM_000123,P28715,ERCC5 ,,,
A_23_P1292,NM_000124,Q03468,ERCC6 ,,,
A_23_P139509,NM_016570,A0A024RB08,ERGIC2 ,,,
A_23_P128734,NM_004450,A0A024R6D4,ERH ,,,
A_23_P102017,NM_020711,Q8TAM6,ERMN ,,,
A_23_P164042,NM_001433,O75460,ERN1 ,,,
A_23_P106145,NM_014584,Q96HE7,ERO1A ,,,
A_23_P139687,NM_152321,Q96DN0,ERP27 ,,,
A_23_P144843,NM_007036,Q9NQ30,ESM1,,,
A_23_P12405,NM_031475,B1AK53,ESPN ,,,
A_23_P100220,NM_024939,Q9H6T0,ESRP2 ,,,
A_23_P1585,NM_004451,P11474,ESRRA ,,,
A_23_P133582,NM_004730,P62495,ETF1 ,,,
A_23_P107653,NM_001014763,P38117,ETFB ,,,
A_23_P142294,NM_014297,O95571,ETHE1 ,,,
A_23_P140427,NM_016337,Q9UI08,EVL ,,,
A_23_P113972,NM_001024924,A0A024RDA9,EXOC1 ,,,
A_23_P14464,NM_006544,O00471,EXOC5 ,,,
A_23_P123905,NM_016042,Q9NQT5,EXOSC3 ,,,
A_23_P13183,NM_000401,Q93063,EXT2,,,
A_23_P118,NM_001439,Q9UBQ6,EXTL2 ,,,
A_23_P117298,NM_000131,P08709,F7,,,
A_23_P103226,NM_001441,O00519,FAAH ,,,
A_23_P134139,NM_001446,O15540,FABP7 ,,,
A_23_P129221,NM_000137,P16930,FAH,,,
A_23_P112531,NM_001035254,Q5T9C2,FAM102A ,,,
A_23_P133438,NM_019018,Q9NUU6,FAM105A,,,
A_23_P149975,NM_031453,Q9H098,FAM107B ,,,
A_23_P142688,NM_024293,Q8NC44,FAM134A ,,,
A_23_P108641,NM_032822,Q96C01,FAM136A,,,
A_23_P136460,NM_016603,Q9NYF5,FAM13B ,,,
A_23_P157620,NM_022749,Q86V87,FAM160B2 ,,,
A_23_P145054,NM_001085480,Q5T6X4,FAM162B ,,,
A_23_P133279,NM_199133,Q6P4H8,FAM173B,,,
A_23_P100001,NM_207446,Q3ZCQ3,FAM174B,TRUE,,
A_23_P117380,NM_138344,Q8N9Y4,FAM181A ,,,
A_23_P103690,NM_006589,P81408,FAM189B ,,,
A_23_P121506,NM_003704,P78312,FAM193A ,,,
A_23_P115743,NM_022063,Q9H8W3,FAM204A ,,,
A_23_P127279,NM_019054,Q86V20,FAM35A,,,
A_23_P12199,NM_052943,Q96A09,FAM46B,,,
A_23_P140050,NM_017569,A0A024RDW2,FAM48A ,,,
A_23_P104509,NM_014661,Q14153,FAM53B ,,,
A_23_P163711,NM_031478,F1T0F5,FAM57B ,,,
A_23_P13663,NM_021238,Q9NP50,FAM60A ,,,
A_23_P150852,NM_015292,A0A024RB17,FAM62A ,,,
A_23_P160546,NM_001040217,D3DV11,FAM63A ,,,
A_23_P134204,NM_032599,Q96KD3,FAM71F1 ,,,
A_23_P152087,NM_018145,A0A024R9P6,FAM82C ,,,
A_23_P133648,NM_016255,A0A024R006,FAM8A1 ,,,
A_23_P151059,NM_018088,Q86YD7,FAM90A1,,,
A_23_P143994,NM_001018115,A0A024R2G2,FANCD2 ,,,
A_23_P12896,NM_022725,A3KME0,FANCF ,,,
A_23_P115785,NM_145235,Q8TC84,FANK1 ,,,
A_23_P143981,NM_001004019,P98095,FBLN2,,,
A_23_P151805,NM_006329,A0A024R6G3,FBLN5 ,,,
A_23_P102462,NM_153214,Q53RD9,FBLN7 ,,,
A_23_P12635,NM_024326,Q9H469,FBXL15 ,,,
A_23_P141146,NM_032875,Q96IG2,FBXL20 ,,,
A_23_P140069,NM_012158,Q9UKT7,FBXL3 ,,,
A_23_P144827,NM_012304,Q9UJT9,FBXL7 ,,,
A_23_P101871,NM_024907,Q96EF6,FBXO17 ,,,
A_23_P12849,NM_178150,Q8NFZ0,FBXO18 ,,,
A_23_P137578,NM_015176,A0A024R3Q6,FBXO28 ,,,
A_23_P16214,NM_032301,Q5XUX1,FBXW9 ,,,
A_23_P160902,NM_001170631,A0A0B4J1S2,FCAMR,,,
A_23_P103765,NM_002001,P12319,FCER1A ,,,
A_23_P160849,NM_004106,P30273,FCER1G,,,
A_23_P164773,NM_002002,P06734,FCER2 ,,,
A_23_P138125,NM_005449,O60667,FCMR ,,,
A_23_P157875,NM_002003,O00602,FCN1 ,,,
A_23_P157879,NM_002003,O00602,FCN1 ,,,
A_23_P115246,NM_003665,O75636,FCN3 ,,,
A_23_P103803,NM_052939,Q96P31,FCRL3 ,,,
A_23_P115200,NM_031282,Q96PJ5,FCRL4 ,,,
A_23_P151970,NM_015322,Q9UK73,FEM1B ,,,
A_23_P124570,NM_005246,P16591,FER ,,,
A_23_P131935,NM_017671,Q49AC8,FERMT1,,,
A_23_P14769,NM_002005,A0A024RC92,FES ,,,
A_23_P144126,NM_014375,Q9UGM5,FETUB,,,
A_23_P136125,NM_005141,P02675,FGB,,,
A_23_P101564,NM_019113,Q9NSA1,FGF21 ,,,
A_23_P153878,NM_020637,Q9HCT0,FGF22 ,,,
A_23_P117095,NM_020638,Q9GZV9,FGF23 ,,,
